"","sample","Area.12.0","Area.BHT","Area.13.0","Area.i.14.0","Area.14.0","Area.14.1n.9","Area.14.1n.7","Area.14.1n.5","Area.i.15.0","Area.ai.15.0","Area.15.0","Area.i16.0","Area.16.0","Area.16.1n.11","Area.16.1n.9","Area.16.1n.7","Area.16.1n.5","Area.17.1.a.","Area.i.17.0","Area.16.2n.6","Area.ai.17.0","Area.17.1.b.","Area.16.2n.4","Area.17.0","Area.Phytane","Area.16.3n.4","Area.17.1","Area.16.4n.3","Area.16.4n.1","Area.18.0","Area.18.1n.13","Area.18.1n.11","Area.18.1n.9","Area.18.1n.7","Area.18.1n.5","Area.18.2d5.11","Area.18.2n.7","Area.18.2n.6","Area.18.2n.4","Area.18.3n.6","Area.18.3n.4","Area.18.3n.3","Area.18.3n.1","Area.18.4n.3","Area.18.4n.1","Area.20.0","Area.20.1n.11","Area.20.1n.9","Area.20.1n.7","Area.20.2NMID1","Area.20.2n.9","Area.20.2NMID2","Area.20.2n.6","Area.20.3NMIT","Area.20.3n.6","Area.20.4n.6","Area.20.3n.3","Area.20.4n.3","Area.20.5n.3","Area.22.0","Area.22.1n.11","Area.22.1n.9","Area.22.1n.7","Area.22.2NMID1","Area.22.2NMID2","Area.22.2n.6","Area.21.5n.3","Area.23.0","Area.22.4n.6","Area.22.5n.6","Area.22.4n.3","Area.22.5n.3","Area.24.0","Area.22.6n.3","Area.24.1n.9","Area.12.0.1","Area.BHT.1","Area.13.0.1","Area.i.14.0.1","Area.14.0.1","Area.14.1n.9.1","Area.14.1n.7.1","Area.14.1n.5.1","Area.i.15.0.1","Area.ai.15.0.1","Area.15.0.1","Area.i16.0.1","Area.16.0.1","Area.16.1n.11.1","Area.16.1n.9.1","Area.16.1n.7.1","Area.16.1n.5.1","Area.17.1.a..1","Area.i.17.0.1","Area.16.2n.6.1","Area.ai.17.0.1","Area.17.1.b..1","Area.16.2n.4.1","Area.17.0.1","Area.Phytane.1","Area.16.3n.4.1","Area.17.1.1","Area.16.4n.3.1","Area.16.4n.1.1","Area.18.0.1","Area.18.1n.13.1","Area.18.1n.11.1","Area.18.1n.9.1","Area.18.1n.7.1","Area.18.1n.5.1","Area.18.2d5.11.1","Area.18.2n.7.1","Area.18.2n.6.1","Area.18.2n.4.1","Area.18.3n.6.1","Area.18.3n.4.1","Area.18.3n.3.1","Area.18.3n.1.1","Area.18.4n.3.1","Area.18.4n.1.1","Area.20.0.1","Area.20.1n.11.1","Area.20.1n.9.1","Area.20.1n.7.1","Area.20.2NMID1.1","Area.20.2n.9.1","Area.20.2NMID2.1","Area.20.2n.6.1","Area.20.3NMIT.1","Area.20.3n.6.1","Area.20.4n.6.1","Area.20.3n.3.1","Area.20.4n.3.1","Area.20.5n.3.1","Area.22.0.1","Area.22.1n.11.1","Area.22.1n.9.1","Area.22.1n.7.1","Area.22.2NMID1.1","Area.22.2NMID2.1","Area.22.2n.6.1","Area.21.5n.3.1","Area.23.0.1","Area.22.4n.6.1","Area.22.5n.6.1","Area.22.4n.3.1","Area.22.5n.3.1","Area.24.0.1","Area.22.6n.3.1","Area.24.1n.9.1","Quantity.12.0","Quantity.BHT","Quantity.13.0","Quantity.i.14.0","Quantity.14.0","Quantity.14.1n.9","Quantity.14.1n.7","Quantity.14.1n.5","Quantity.i.15.0","Quantity.ai.15.0","Quantity.15.0","Quantity.i16.0","Quantity.16.0","Quantity.16.1n.11","Quantity.16.1n.9","Quantity.16.1n.7","Quantity.16.1n.5","Quantity.17.1.a.","Quantity.i.17.0","Quantity.16.2n.6","Quantity.ai.17.0","Quantity.17.1.b.","Quantity.16.2n.4","Quantity.17.0","Quantity.Phytane","Quantity.16.3n.4","Quantity.17.1","Quantity.16.4n.3","Quantity.16.4n.1","Quantity.18.0","Quantity.18.1n.13","Quantity.18.1n.11","Quantity.18.1n.9","Quantity.18.1n.7","Quantity.18.1n.5","Quantity.18.2d5.11","Quantity.18.2n.7","Quantity.18.2n.6","Quantity.18.2n.4","Quantity.18.3n.6","Quantity.18.3n.4","Quantity.18.3n.3","Quantity.18.3n.1","Quantity.18.4n.3","Quantity.18.4n.1","Quantity.20.0","Quantity.20.1n.11","Quantity.20.1n.9","Quantity.20.1n.7","Quantity.20.2NMID1","Quantity.20.2n.9","Quantity.20.2NMID2","Quantity.20.2n.6","Quantity.20.3NMIT","Quantity.20.3n.6","Quantity.20.4n.6","Quantity.20.3n.3","Quantity.20.4n.3","Quantity.20.5n.3","Quantity.22.0","Quantity.22.1n.11","Quantity.22.1n.9","Quantity.22.1n.7","Quantity.22.2NMID1","Quantity.22.2NMID2","Quantity.22.2n.6","Quantity.21.5n.3","Quantity.23.0","Quantity.22.4n.6","Quantity.22.5n.6","Quantity.22.4n.3","Quantity.22.5n.3","Quantity.24.0","Quantity.22.6n.3","Quantity.24.1n.9","Total.Peak.Area","file","Area.DMA.1","Area.DMA.2","Area.DMA.1.1","Area.DMA.2.1","Quantity.DMA.1","Quantity.DMA.2"
"12","2025\06\26\SCAL_0049.DATA",1.8,7700.7,1.5,NA,146.9,NA,NA,NA,6.4,2,71.2,34.6,2602.7,40.3,14.6,128.4,37.3,NA,72.5,5.6,14.1,8.9,5.8,84.7,87.3,2.7,9.8,NA,5.4,803.4,17.1,7.8,110.7,533.5,30.2,6,NA,34.5,27.4,14.8,2.6,23.7,9.8,151.9,NA,6,106.5,85.1,69,42.9,NA,11.5,53.3,6.9,8.1,185.4,15.3,25.2,2765,9.2,4.2,5,NA,10.9,17.8,5.9,132.1,3702.4,11.1,67.6,NA,139,1.6,4987.6,NA,110.7,462042.2,89.6,NA,8816.9,NA,NA,NA,386.8,117.9,4271.4,2073.9,156160.3,2420.6,875.4,7704.9,2238.6,NA,4347.2,334.9,848.2,532.8,350.1,5080.3,5237.7,159.7,587.4,NA,324.6,48202.8,1027.9,467.3,6643.3,32008.9,1811.7,362.7,NA,2068.4,1642.9,890.7,154.6,1423.6,590.6,9116.4,NA,357.2,6389,5103.8,4138.7,2574.7,NA,691,3196.9,412.7,484.7,11126.9,918.8,1509.4,165900.5,552.5,249.5,300.3,NA,652.9,1066.4,354.4,7924.6,222142.5,668.5,4058.8,NA,8337.9,95.3,299253.9,NA,0.01,0,0.01,NA,0.89,NA,NA,NA,0.04,0.01,0.43,0.2,15.25,0.24,0.09,0.76,0.22,NA,0.42,0.03,0.08,0.05,0.03,0.49,0.52,0.02,0.05,NA,0.03,4.54,0.1,0.04,0.63,3.03,0.17,0.03,NA,0.19,0.15,0.08,0.01,0.13,0.06,0.86,NA,0.03,0.59,0.47,0.38,0.24,NA,0.06,0.29,0.04,0.04,1.02,0.08,0.14,15.15,0.05,0.02,0.03,NA,0.06,0.1,0.03,0.72,20.28,0.06,0.36,NA,0.75,0.01,26.27,NA,26090.18,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_06-26_2025-11-14.csv",NA,NA,NA,NA,NA,NA
"13","2025\06\26\SCAL_0052.DATA",NA,4290.3,NA,NA,99.9,NA,NA,NA,4.9,1.3,45.2,22.3,1628.9,25.3,9.9,97.2,23.2,NA,51.1,4.3,11.8,5.5,4,51.4,68.5,NA,5.9,NA,3.5,519.9,9.9,4.4,77.7,348.3,18.5,4.1,NA,21,20.7,9.8,2.5,16.9,6.5,122.7,4.4,4.4,78,64.1,53.9,33.8,NA,6.4,36,5,5.2,113.4,11.2,20.6,1706,7,3.1,5.5,NA,7.8,12.2,3.8,89.5,2300.5,6,42.5,NA,89.9,NA,3319.2,NA,NA,257419.1,NA,NA,5996.3,NA,NA,NA,292.1,77.2,2712.8,1337.9,97731.2,1517.8,593.4,5833.8,1394.8,NA,3067.6,257.6,705.6,330.1,242.2,3085.1,4110.9,NA,352.3,NA,207.9,31195.5,593,265.3,4661.3,20895.8,1107.5,245.5,NA,1257.3,1242.8,587,150.1,1014,390.9,7363.7,262.6,266.2,4678.8,3844.6,3235.1,2029.1,NA,385.2,2160.7,301.8,312.1,6806.5,669.5,1233.4,102361.5,421.3,184.8,327.8,NA,470.6,731.7,226.9,5370,138028.6,357.1,2552.9,NA,5394.5,NA,199153.1,NA,NA,0,NA,NA,0.93,NA,NA,NA,0.05,0.01,0.42,0.2,14.69,0.23,0.09,0.88,0.21,NA,0.46,0.04,0.1,0.05,0.04,0.46,0.63,NA,0.05,NA,0.03,4.52,0.09,0.04,0.68,3.04,0.16,0.04,NA,0.18,0.18,0.09,0.02,0.15,0.06,1.07,0.04,0.04,0.66,0.55,0.46,0.29,NA,0.05,0.31,0.04,0.04,0.96,0.09,0.17,14.38,0.06,0.03,0.05,NA,0.07,0.1,0.03,0.75,19.4,0.05,0.35,NA,0.74,NA,26.91,NA,16195.41,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_06-26_2025-11-14.csv",NA,NA,NA,NA,NA,NA
"14","2025\06\26\SCAL_0053.DATA",2.6,8041,1.9,NA,162.3,3.7,NA,NA,7.1,1.6,80.4,37,2780.2,44.3,17.6,166,38.3,NA,86.6,6.5,17.1,9.8,7.5,93.9,82,2.1,11.9,2.7,6.4,865.8,18.4,6.7,132.7,552.2,33.4,6.8,NA,36.7,38.9,18,4.2,32.3,8.1,240,7.3,7.2,118.6,109.7,82.6,44.5,NA,11,64,8.3,9.6,178.6,21.1,44.9,3129.5,10.4,8.1,4.4,NA,13.7,18.4,5.7,155.4,3321.6,11.7,69.5,3.4,152.2,2.6,5345.3,NA,157.3,482460.1,112.8,NA,9738.9,221.1,NA,NA,425.8,96.1,4821.2,2217.9,166809.3,2656.3,1057.5,9960.6,2295.6,NA,5197.4,390.6,1024.5,588.3,452,5633.3,4918.3,128.6,712.6,162.1,382.5,51946.8,1105,400.1,7960.4,33133,2003.8,410,NA,2201.7,2331.2,1082.3,249.7,1939.2,483.7,14397.3,435.4,431.4,7117.1,6581.7,4954.7,2668.1,NA,662.2,3842.1,496.5,576.9,10715,1265,2694.3,187771.3,624.5,483,266.4,NA,824.6,1103.5,344.5,9325.5,199296.2,703.5,4169.4,205.5,9130.4,153.3,320717.7,NA,0.01,0,0.01,NA,0.93,0.02,NA,NA,0.04,0.01,0.46,0.2,15.37,0.25,0.1,0.92,0.21,NA,0.47,0.04,0.09,0.05,0.04,0.51,0.46,0.01,0.06,0.02,0.04,4.61,0.1,0.04,0.71,2.96,0.18,0.04,NA,0.2,0.21,0.1,0.02,0.17,0.04,1.28,0.04,0.04,0.62,0.57,0.43,0.23,NA,0.06,0.33,0.04,0.05,0.92,0.11,0.23,16.18,0.05,0.04,0.02,NA,0.07,0.1,0.03,0.8,17.17,0.06,0.35,0.02,0.77,0.01,26.57,NA,27556.42,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_06-26_2025-11-14.csv",NA,NA,NA,NA,NA,NA
"15","2025\06\26\SCAL_0054.DATA",1.9,5027.7,1.1,NA,114,2,NA,NA,4.9,1.2,56.2,25.9,2035.7,29.6,10.7,100.1,25.6,NA,67.5,4.5,13.7,6.9,4.3,67,66.9,2,6.8,NA,4.1,609.1,12.1,5.2,87.1,353.9,23.6,4.6,NA,24.2,22.3,10.3,2.5,18.2,6.8,112.7,NA,4.8,85,76.1,60,33,NA,6.8,40.7,5.3,6.7,128.6,10.7,21.7,2048.9,7.2,4,4.1,NA,8.3,11.6,3.9,103.9,2285.3,6.2,49.5,NA,95.7,1.5,3667.5,NA,116,301662.1,67.8,NA,6839,121.4,NA,NA,294.6,70.7,3369.2,1556.5,122141.1,1776.6,644.6,6005.1,1538.5,NA,4050.7,267.8,822.4,415.6,255.3,4021.6,4015.8,117.7,408.7,NA,243.9,36545.9,726.9,313.5,5228.8,21233,1414.8,274.4,NA,1452.9,1337.9,619.2,152.2,1089.4,405.5,6763.1,NA,289.7,5097.5,4564.3,3602.8,1979.4,NA,407.8,2442.3,315.3,401.8,7714.7,639.8,1300.1,122935.6,435,240.9,245.8,NA,500.9,695.3,232.8,6235.4,137120.6,370.6,2970.9,NA,5741.5,88.5,220049,NA,0.01,0,0.01,NA,0.95,0.02,NA,NA,0.04,0.01,0.47,0.21,16.48,0.24,0.09,0.81,0.21,NA,0.54,0.04,0.11,0.05,0.03,0.54,0.55,0.02,0.05,NA,0.03,4.75,0.1,0.04,0.68,2.78,0.18,0.04,NA,0.19,0.17,0.08,0.02,0.14,0.05,0.88,NA,0.04,0.65,0.58,0.46,0.25,NA,0.05,0.31,0.04,0.05,0.97,0.08,0.16,15.51,0.05,0.03,0.03,NA,0.06,0.09,0.03,0.79,17.3,0.05,0.37,NA,0.71,0.01,26.69,NA,18314.18,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_06-26_2025-11-14.csv",NA,NA,NA,NA,NA,NA
"16","2025\06\26\SCAL_0055_1.DATA",1.5,4550,0.5,NA,109.4,NA,NA,NA,4.2,1,60.8,24.8,2121.4,29,11,100.6,26.4,NA,54.3,3.4,11.7,6.6,3,65.7,63.4,1.5,9.3,3.2,4.5,622.9,10.7,5.3,100.2,437.7,21.5,4.7,NA,28.7,19.3,10.8,NA,17.2,4.7,109.4,NA,5.3,90.1,64.2,46.1,32.5,NA,11.2,41.9,4.6,7.3,139.9,10,21.3,2154,8.9,2.7,NA,NA,9,13.7,3.6,110.8,2546.6,6.4,56.6,NA,98.6,1.8,3804.3,NA,92,272998.6,30.8,NA,6564.8,NA,NA,NA,253.4,61,3649.4,1486.2,127284.3,1739.9,660.5,6038.4,1581.1,NA,3258.4,204.1,702.8,396.3,180.3,3943.1,3802.9,91.1,557.6,191.6,271.7,37375.9,645,318,6010.9,26264.7,1288.4,284.7,NA,1722.9,1160.4,645.7,NA,1031,284.6,6562.3,NA,317.3,5407.4,3851.8,2766.6,1949,NA,672.8,2514.9,277,435.1,8394,598.8,1276.6,129240.7,534.9,162.7,NA,NA,539.2,820.3,216.5,6646.2,152794.8,383.9,3394.9,NA,5914.7,106.9,228260.4,NA,0.01,0,0,NA,0.87,NA,NA,NA,0.03,0.01,0.48,0.19,16.34,0.22,0.09,0.78,0.2,NA,0.41,0.03,0.09,0.05,0.02,0.5,0.5,0.01,0.07,0.02,0.04,4.63,0.08,0.04,0.75,3.27,0.16,0.04,NA,0.21,0.14,0.08,NA,0.13,0.04,0.81,NA,0.04,0.66,0.47,0.34,0.24,NA,0.08,0.3,0.03,0.05,1.01,0.07,0.15,15.52,0.06,0.02,NA,NA,0.06,0.1,0.03,0.8,18.34,0.05,0.4,NA,0.7,0.01,26.35,NA,18621.58,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_06-26_2025-11-14.csv",NA,NA,NA,NA,NA,NA
"17","2025\06\26\SCAL_0055_2.DATA",1.6,4475.3,NA,NA,107.4,NA,NA,NA,4,1,59.6,23.6,2070.4,28.1,10.5,98.4,25.6,NA,53.2,3.6,12.2,6.4,3.2,63.8,63.6,1.8,8.9,3.3,4.5,610.2,11.3,5.4,98.3,428,20,4,NA,28.3,19.4,10.1,NA,16.1,5.3,107.7,NA,5.6,89,62.5,42.5,28.2,NA,10.8,40.5,4.1,6.5,136.8,10.1,21.1,2119,8.6,2.2,NA,NA,8.7,13.6,3.5,108.6,2519.4,6.5,55.4,NA,97.3,2.3,3762.5,NA,98.9,268516.2,NA,NA,6444.6,NA,NA,NA,237.4,60.5,3575.2,1416.1,124223.5,1684,629.6,5903.9,1536.9,NA,3192.9,215,729.8,384.1,189.6,3829.2,3813.7,109.3,533.9,196,269,36614.4,676,324.2,5899.8,25678.2,1197.4,241.7,NA,1700,1161.1,608.3,NA,963.8,317.3,6464.4,NA,335,5340.6,3752.7,2551,1691.7,NA,645.7,2429.9,247.6,392.1,8209.1,608.6,1263.4,127139.2,516.7,130.5,NA,NA,520.1,813.1,207.1,6516.3,151165.1,389.5,3322.5,NA,5840,139.5,225747.2,NA,0.01,0,NA,NA,0.87,NA,NA,NA,0.03,0.01,0.48,0.18,16.22,0.22,0.08,0.77,0.2,NA,0.41,0.03,0.09,0.05,0.02,0.49,0.51,0.01,0.07,0.03,0.04,4.61,0.09,0.04,0.75,3.25,0.15,0.03,NA,0.21,0.15,0.08,NA,0.12,0.04,0.81,NA,0.04,0.66,0.46,0.31,0.21,NA,0.08,0.3,0.03,0.05,1,0.07,0.15,15.52,0.06,0.02,NA,NA,0.06,0.1,0.03,0.8,18.45,0.05,0.4,NA,0.7,0.02,26.5,NA,18248.23,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_06-26_2025-11-14.csv",NA,NA,NA,NA,NA,NA
"18","2025\06\26\SCAL_0056.DATA",1.9,4564.1,1.8,NA,124.6,NA,NA,NA,5.1,1,61.9,21.6,1953.7,33.2,13.8,123,27,NA,60.6,5.3,12.9,6.5,4.4,67.8,50,2,9.7,2.7,4.6,600.6,14,5.6,113.1,414.6,23.1,6.3,NA,29.8,29.7,12.8,4.1,23.7,0.6,180.7,4.8,6.4,83.3,81.5,59.4,33.1,NA,6,42.3,6.7,6.9,100.9,15.2,40.9,2097.6,9.7,2.3,2.7,NA,7.1,13.5,3.5,113.3,2368.3,5.9,42.7,NA,92.2,1.8,3377.8,NA,112.7,273849,109.3,NA,7473.7,NA,NA,NA,304.7,59.8,3715.7,1296.4,117221.7,1992.9,829.1,7382.2,1617.2,NA,3634.5,316.4,774.5,391.5,262.5,4065,2999.2,117.2,584.7,161.9,275.3,36036.4,842.7,335.5,6785.1,24878.7,1387.4,379.7,NA,1786.1,1781.2,770.5,246.1,1420.2,37.3,10842.4,285.6,381.9,4998,4888.3,3563.7,1984,NA,361.3,2538.6,399.4,414.3,6055.9,913.1,2455.9,125857.8,582.5,140.4,164.3,NA,425.9,808.6,209,6799.4,142098.2,352.5,2562,NA,5533.8,107.9,202665.1,NA,0.01,0,0.02,NA,1.05,NA,NA,NA,0.04,0.01,0.52,0.18,15.89,0.27,0.11,1.01,0.22,NA,0.49,0.04,0.1,0.05,0.04,0.55,0.41,0.02,0.07,0.02,0.04,4.71,0.11,0.04,0.89,3.27,0.18,0.05,NA,0.23,0.23,0.1,0.03,0.19,0,1.42,0.04,0.05,0.64,0.63,0.46,0.25,NA,0.05,0.32,0.05,0.05,0.77,0.12,0.31,15.95,0.07,0.02,0.02,NA,0.05,0.1,0.03,0.86,18.01,0.04,0.32,NA,0.69,0.01,24.69,NA,17855.35,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_06-26_2025-11-14.csv",NA,NA,NA,NA,NA,NA
"19","2025\06\26\SCAL_0057.DATA",2,4887.7,NA,NA,128.4,2.8,NA,NA,5.3,1.2,57.9,23.7,2203,31,12.8,113.5,26.4,NA,65.1,4.2,13.7,5.2,3.7,66.7,61.9,NA,8.1,3.1,4.2,643.7,13.6,5.1,105.2,413.9,24.5,5.5,NA,26.1,18.9,10.2,1.9,18.6,4.3,121.1,NA,6.2,67,73.6,52,32,NA,7.9,37,5.1,5.9,118.8,9.3,18.6,2169.8,10.1,3.2,2.8,NA,5.7,5.5,4.5,95.7,2430,6.8,47.2,NA,95.4,2.6,3829.7,NA,117.5,293262.9,NA,NA,7705,170.4,NA,NA,320.3,73.3,3476,1425,132177.9,1860.8,770,6812.9,1581.5,NA,3907.5,253.9,819.8,312.9,221.4,4003.8,3715.1,NA,488.2,186.4,254.5,38624.6,814.3,303.7,6311.3,24836.3,1470.7,327,NA,1563.4,1133.6,614,116.1,1114.4,255.6,7263.7,NA,371.3,4020.8,4414.8,3120.2,1923,NA,474.6,2222.5,305.8,356.6,7130.3,556.3,1114.3,130188.5,606.6,189.2,165.9,NA,343.9,332.8,270.4,5743.8,145802,405.8,2832.3,NA,5725.6,155.8,229781.9,NA,0.01,0,NA,NA,1.02,0.02,NA,NA,0.04,0.01,0.46,0.18,16.98,0.24,0.1,0.88,0.2,NA,0.5,0.03,0.1,0.04,0.03,0.51,0.49,NA,0.06,0.02,0.03,4.78,0.1,0.04,0.79,3.09,0.18,0.04,NA,0.19,0.14,0.08,0.01,0.14,0.03,0.9,NA,0.05,0.49,0.54,0.38,0.23,NA,0.06,0.27,0.04,0.04,0.86,0.07,0.13,15.64,0.07,0.02,0.02,NA,0.04,0.04,0.03,0.69,17.51,0.05,0.33,NA,0.67,0.02,26.54,NA,18910.09,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_06-26_2025-11-14.csv",NA,NA,NA,NA,NA,NA
"20","2025\06\26\SCAL_0058.DATA",1.8,5462.7,NA,NA,112.5,2.8,NA,NA,5.2,1.2,53.7,21.9,2136.7,30.8,12.7,112.2,28.2,NA,70.4,5.1,12.9,7.1,6,74.7,65.3,1.8,8.8,3.6,5,639.8,13.5,4.9,94.5,390.5,25.8,8.7,NA,27.6,27.2,11.6,2.8,24.4,6.5,158.2,4.6,6,82.7,78.3,61.2,34.9,NA,6.9,47.3,6.5,7.2,139.7,13.8,23.5,2188.9,12.4,3,NA,NA,8.1,13.3,5,111.7,2461.3,8.3,0.7,NA,96.3,2.4,3957.4,NA,110.9,327759.7,NA,NA,6747.4,165.4,NA,NA,309.8,70.1,3223.4,1316.1,128203.7,1849.8,764.5,6734.1,1689.5,NA,4226.4,304.6,773.1,423.7,358.8,4484.8,3919.9,110.4,525.3,216.1,300.1,38386.9,811.9,294.8,5669,23430.5,1546.4,522.6,NA,1657.1,1631.7,697.6,166.1,1462,389,9492.6,278.4,357.5,4960.2,4696.7,3674,2093.7,NA,416.1,2836.2,389.2,430,8380.8,828.4,1409.4,131334.3,741.4,181.4,NA,NA,484.2,795,302.3,6701.1,147676.6,500.5,40.6,NA,5776.9,141.8,237441.7,NA,0.01,0,NA,NA,0.88,0.02,NA,NA,0.04,0.01,0.42,0.17,16.22,0.24,0.1,0.86,0.21,NA,0.53,0.04,0.1,0.05,0.05,0.56,0.5,0.01,0.06,0.03,0.04,4.68,0.1,0.04,0.69,2.87,0.19,0.06,NA,0.2,0.2,0.09,0.02,0.18,0.05,1.16,0.03,0.04,0.59,0.56,0.44,0.25,NA,0.05,0.34,0.05,0.05,0.99,0.1,0.17,15.54,0.09,0.02,NA,NA,0.06,0.09,0.04,0.79,17.47,0.06,0,NA,0.67,0.02,27.01,NA,19742.5,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_06-26_2025-11-14.csv",NA,NA,NA,NA,NA,NA
"21","2025\06\26\SCAL_0059.DATA",1.7,3449.2,1.2,NA,95.5,NA,NA,NA,4.6,NA,46.1,18,1635.8,24.5,9.2,78.8,20.4,NA,47.7,2.5,10,4.4,2.7,53.5,43.7,1.4,5.5,2.7,4.2,492.1,NA,2.8,83.8,287.7,15.9,6.3,NA,34.2,16.3,8.6,NA,20.5,4.8,97.8,3.9,4.3,61.8,50.1,31.2,22.6,NA,5.4,29.7,3,5,97.1,8.4,18.2,1572.8,8,NA,NA,NA,5.2,5.6,NA,84,2030.6,5.5,40.3,NA,83.6,1.6,2923.2,11.8,100.7,206952.5,71.5,NA,5727.9,NA,NA,NA,273.2,NA,2763.1,1078.4,98148.8,1472.9,550,4727.7,1222.2,NA,2863.8,148.1,599.1,263.6,163.7,3210.8,2622.8,82.7,328.3,159.8,251.2,29523.4,NA,169.1,5030.1,17264.7,953.9,380.8,NA,2052.8,975.2,516.9,NA,1229,286.6,5867.9,235.2,258.1,3709.1,3006.9,1870.7,1356.1,NA,324.8,1784.5,182.1,300.2,5826.1,501.7,1094.5,94369.5,481.1,NA,NA,NA,309.5,335.7,NA,5040.9,121834,332.2,2417.5,NA,5013.7,96.5,175391.4,705,0.02,0,0.01,NA,0.99,NA,NA,NA,0.05,NA,0.47,0.18,16.42,0.25,0.09,0.8,0.21,NA,0.47,0.02,0.1,0.04,0.03,0.53,0.45,0.01,0.05,0.03,0.04,4.76,NA,0.03,0.82,2.8,0.15,0.06,NA,0.33,0.16,0.08,NA,0.2,0.05,0.95,0.04,0.04,0.59,0.48,0.3,0.21,NA,0.05,0.28,0.03,0.05,0.91,0.08,0.17,14.76,0.08,NA,NA,NA,0.05,0.05,NA,0.79,19.06,0.05,0.37,NA,0.77,0.01,26.38,0.11,14138.11,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_06-26_2025-11-14.csv",NA,NA,NA,NA,NA,NA
"22","2025\06\26\SCAL_0060.DATA",3.4,4596.4,NA,NA,97.1,NA,NA,NA,4.3,0.8,51.7,22.4,2163.6,27.7,13.1,109.5,27.1,NA,64.7,5.1,17.5,6.8,4.7,63.1,58.7,1.7,9.1,3,3.5,638.4,10.1,4.3,113.1,452.4,24.3,7.7,NA,23.8,22.9,10.1,2.4,17.5,6.6,129.2,NA,5.9,81.8,80.6,57.9,30.1,NA,6.8,40.1,5.8,6.6,109,12.6,33.6,2052.5,11.1,2.6,5.6,NA,7.3,7.8,4,110.4,2003.7,7.1,44.4,NA,108.5,2.4,3853.1,NA,205.9,275782.2,NA,NA,5824.1,NA,NA,NA,258.4,49.1,3101.8,1341.6,129813.7,1662.2,788.2,6567.1,1627.6,NA,3881.1,306.1,1052.6,409.5,280.3,3784.1,3519.9,100.1,548,177.8,212.8,38305.6,606.8,256.4,6784.8,27142.7,1458.9,463,NA,1426.4,1376.2,606.1,142.9,1051.5,395,7750.7,NA,356.4,4905.8,4838,3476.6,1805.3,NA,408.5,2405.2,345.3,396.2,6540.9,757.5,2015.9,123149.1,663.6,157.5,336.3,NA,438.8,468.1,238.1,6621.6,120219.8,426.2,2665.7,NA,6511.4,145.3,231184.6,NA,0.03,0,NA,NA,0.8,NA,NA,NA,0.04,0.01,0.42,0.18,17.27,0.22,0.11,0.88,0.22,NA,0.51,0.04,0.14,0.05,0.04,0.5,0.48,0.01,0.07,0.02,0.03,4.91,0.08,0.03,0.87,3.5,0.19,0.06,NA,0.18,0.18,0.08,0.02,0.13,0.05,0.99,NA,0.04,0.62,0.61,0.44,0.23,NA,0.05,0.3,0.04,0.05,0.81,0.09,0.25,15.32,0.08,0.02,0.04,NA,0.05,0.06,0.03,0.82,14.95,0.05,0.33,NA,0.79,0.02,27.64,NA,18036.01,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_06-26_2025-11-14.csv",NA,NA,NA,NA,NA,NA
